"","CCG_CODE","CCG_ONS_CODE","CCG_NAME","STP_CODE","SUBREGION_ONS_CODE","REGION_ONS_CODE","APPOINTMENT_DATE","APPOINTMENT_STATUS","HCP_TYPE","APPOINTMENT_MODE","TIME_BETWEEN_BOOK_AND_APPT","COUNT_OF_APPOINTMENTS"
"842","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Nov-17","Attended","HCP Type Not Provided","Face-to-Face","1 Day",395
"843","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Nov-17","Unknown","HCP Type Not Provided","Home Visit","Same Day",31
"844","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Nov-17","Unknown","HCP Type Not Provided","Home Visit","2 to 7 Days",3
"845","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Nov-17","Unknown","HCP Type Not Provided","Face-to-Face","Unknown / Data Issue",4
"846","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Nov-17","Unknown","HCP Type Not Provided","Home Visit","1 Day",8
"847","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Nov-17","Unknown","HCP Type Not Provided","Home Visit","22  to 28 Days",1
"848","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Nov-17","Unknown","HCP Type Not Provided","Telephone","22  to 28 Days",1
"849","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Nov-17","Unknown","HCP Type Not Provided","Face-to-Face","Same Day",21
"850","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Nov-17","Unknown","HCP Type Not Provided","Face-to-Face","22  to 28 Days",2
"851","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Nov-17","DNA","HCP Type Not Provided","Telephone","Same Day",12
"852","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Nov-17","Unknown","HCP Type Not Provided","Telephone","1 Day",8
"853","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Nov-17","Unknown","HCP Type Not Provided","Home Visit","More than 28 Days",2
"854","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Nov-17","Attended","HCP Type Not Provided","Telephone","Same Day",540
"855","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","Same Day",74
"856","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Nov-17","Unknown","HCP Type Not Provided","Face-to-Face","8  to 14 Days",1
"857","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Nov-17","Attended","HCP Type Not Provided","Face-to-Face","8  to 14 Days",970
"858","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Nov-17","Unknown","HCP Type Not Provided","Telephone","2 to 7 Days",11
"859","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Nov-17","Unknown","HCP Type Not Provided","Face-to-Face","1 Day",5
"860","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Nov-17","DNA","HCP Type Not Provided","Telephone","8  to 14 Days",2
"861","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Nov-17","Attended","HCP Type Not Provided","Telephone","1 Day",57
"862","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","22  to 28 Days",34
"863","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","15  to 21 Days",49
"864","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","2 to 7 Days",187
"865","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Nov-17","Unknown","HCP Type Not Provided","Face-to-Face","2 to 7 Days",16
"866","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","More than 28 Days",15
"867","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","8  to 14 Days",123
"868","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Nov-17","DNA","HCP Type Not Provided","Home Visit","1 Day",1
"869","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Nov-17","Attended","HCP Type Not Provided","Telephone","8  to 14 Days",25
"870","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Nov-17","DNA","HCP Type Not Provided","Telephone","2 to 7 Days",5
"871","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Nov-17","DNA","HCP Type Not Provided","Home Visit","Same Day",1
"872","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Nov-17","Attended","HCP Type Not Provided","Face-to-Face","More than 28 Days",149
"873","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","1 Day",29
"874","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Nov-17","Attended","HCP Type Not Provided","Telephone","22  to 28 Days",1
"875","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","22  to 28 Days",1
"876","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","2 to 7 Days",2
"877","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Nov-17","Unknown","HCP Type Not Provided","Face-to-Face","1 Day",1
"878","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","15  to 21 Days",2
"879","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Nov-17","Attended","HCP Type Not Provided","Face-to-Face","Same Day",69
"880","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Nov-17","Attended","HCP Type Not Provided","Face-to-Face","15  to 21 Days",9
"881","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","8  to 14 Days",1
"882","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Nov-17","Attended","HCP Type Not Provided","Face-to-Face","1 Day",11
"883","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Nov-17","Attended","HCP Type Not Provided","Face-to-Face","More than 28 Days",8
"884","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","1 Day",3
"885","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Nov-17","Attended","HCP Type Not Provided","Face-to-Face","8  to 14 Days",6
"886","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Nov-17","Attended","HCP Type Not Provided","Face-to-Face","2 to 7 Days",33
"887","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Nov-17","Attended","HCP Type Not Provided","Face-to-Face","22  to 28 Days",10
"888","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","26-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","Same Day",1
"889","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","Attended","HCP Type Not Provided","Home Visit","Same Day",68
"890","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","Attended","HCP Type Not Provided","Telephone","22  to 28 Days",3
"891","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","Attended","HCP Type Not Provided","Telephone","2 to 7 Days",145
"892","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","1 Day",1
"893","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","Attended","HCP Type Not Provided","Telephone","8  to 14 Days",23
"894","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","Attended","HCP Type Not Provided","Telephone","Same Day",721
"895","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","Attended","HCP Type Not Provided","Home Visit","1 Day",1
"896","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","Attended","HCP Type Not Provided","Face-to-Face","Unknown / Data Issue",20
"897","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","Attended","HCP Type Not Provided","Face-to-Face","22  to 28 Days",243
"898","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","Attended","HCP Type Not Provided","Telephone","15  to 21 Days",8
"899","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","Attended","HCP Type Not Provided","Home Visit","8  to 14 Days",2
"900","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","Attended","HCP Type Not Provided","Face-to-Face","15  to 21 Days",457
"901","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","Attended","HCP Type Not Provided","Face-to-Face","2 to 7 Days",1779
"902","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","Attended","HCP Type Not Provided","Home Visit","2 to 7 Days",10
"903","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","Attended","HCP Type Not Provided","Face-to-Face","More than 28 Days",158
"904","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","Attended","HCP Type Not Provided","Face-to-Face","1 Day",24
"905","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","Attended","HCP Type Not Provided","Face-to-Face","8  to 14 Days",962
"906","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","Attended","HCP Type Not Provided","Face-to-Face","Same Day",3948
"907","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","Unknown","HCP Type Not Provided","Telephone","8  to 14 Days",2
"908","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","Unknown","HCP Type Not Provided","Telephone","Same Day",25
"909","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","Unknown","HCP Type Not Provided","Telephone","More than 28 Days",1
"910","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","Unknown","HCP Type Not Provided","Home Visit","8  to 14 Days",1
"911","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","Unknown","HCP Type Not Provided","Telephone","2 to 7 Days",13
"912","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","Unknown","HCP Type Not Provided","Telephone","1 Day",1
"913","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","Unknown","HCP Type Not Provided","Home Visit","More than 28 Days",1
"914","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","Unknown","HCP Type Not Provided","Home Visit","1 Day",2
"915","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","15  to 21 Days",67
"916","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","Unknown","HCP Type Not Provided","Face-to-Face","Same Day",23
"917","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","Unknown","HCP Type Not Provided","Face-to-Face","2 to 7 Days",15
"918","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","Unknown","HCP Type Not Provided","Face-to-Face","15  to 21 Days",3
"919","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","DNA","HCP Type Not Provided","Telephone","Same Day",31
"920","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","DNA","HCP Type Not Provided","Telephone","8  to 14 Days",1
"921","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","Unknown","HCP Type Not Provided","Face-to-Face","22  to 28 Days",1
"922","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","DNA","HCP Type Not Provided","Telephone","2 to 7 Days",7
"923","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","DNA","HCP Type Not Provided","Home Visit","2 to 7 Days",1
"924","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","Unknown","HCP Type Not Provided","Home Visit","Same Day",41
"925","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","Unknown / Data Issue",2
"926","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","Same Day",86
"927","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","More than 28 Days",28
"928","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","8  to 14 Days",161
"929","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","22  to 28 Days",39
"930","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","Unknown","HCP Type Not Provided","Home Visit","2 to 7 Days",10
"931","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","2 to 7 Days",248
"932","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","27-Nov-17","Unknown","HCP Type Not Provided","Face-to-Face","8  to 14 Days",1
"933","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","28-Nov-17","Unknown","HCP Type Not Provided","Home Visit","8  to 14 Days",1
"934","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","28-Nov-17","Unknown","HCP Type Not Provided","Home Visit","2 to 7 Days",5
"935","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","28-Nov-17","Unknown","HCP Type Not Provided","Telephone","1 Day",11
"936","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","28-Nov-17","Unknown","HCP Type Not Provided","Telephone","2 to 7 Days",7
"937","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","28-Nov-17","Unknown","HCP Type Not Provided","Telephone","Same Day",16
"938","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","28-Nov-17","Unknown","HCP Type Not Provided","Home Visit","Same Day",40
"939","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","28-Nov-17","Unknown","HCP Type Not Provided","Home Visit","1 Day",5
"940","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","28-Nov-17","Unknown","HCP Type Not Provided","Telephone","8  to 14 Days",2
"941","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","28-Nov-17","Unknown","HCP Type Not Provided","Face-to-Face","Same Day",36
"942","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","28-Nov-17","DNA","HCP Type Not Provided","Telephone","1 Day",1
"943","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","28-Nov-17","Unknown","HCP Type Not Provided","Face-to-Face","1 Day",10
"944","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","28-Nov-17","DNA","HCP Type Not Provided","Telephone","2 to 7 Days",2
"945","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","28-Nov-17","DNA","HCP Type Not Provided","Face-to-Face","Same Day",121
